number,name,primary_type,secondary_type,total,hp,attack,defense,sp_atk,sp_def,speed,image_url
0416,Vespiquen,Bug,Flying,474,70,80,102,80,102,40,https://img.pokemondb.net/artwork/vespiquen.jpg
0417,Pachirisu,Electric,none,405,60,45,70,45,90,95,https://img.pokemondb.net/artwork/pachirisu.jpg
0418,Buizel,Water,none,330,55,65,35,60,30,85,https://img.pokemondb.net/artwork/buizel.jpg
0419,Floatzel,Water,none,495,85,105,55,85,50,115,https://img.pokemondb.net/artwork/floatzel.jpg
0420,Cherubi,Grass,none,275,45,35,45,62,53,35,https://img.pokemondb.net/artwork/cherubi.jpg
0421,Cherrim,Grass,none,450,70,60,70,87,78,85,https://img.pokemondb.net/artwork/cherrim.jpg
0422,Shellos,Water,none,325,76,48,48,57,62,34,https://img.pokemondb.net/artwork/shellos.jpg
0423,Gastrodon,Water,Ground,475,111,83,68,92,82,39,https://img.pokemondb.net/artwork/gastrodon.jpg
0424,Ambipom,Normal,none,482,75,100,66,60,66,115,https://img.pokemondb.net/artwork/ambipom.jpg
0425,Drifloon,Ghost,Flying,348,90,50,34,60,44,70,https://img.pokemondb.net/artwork/drifloon.jpg
0426,Drifblim,Ghost,Flying,498,150,80,44,90,54,80,https://img.pokemondb.net/artwork/drifblim.jpg
0427,Buneary,Normal,none,350,55,66,44,44,56,85,https://img.pokemondb.net/artwork/buneary.jpg
0428,Lopunny,Normal,none,480,65,76,84,54,96,105,https://img.pokemondb.net/artwork/lopunny.jpg
0428,Lopunny,Normal,Fighting,580,65,136,94,54,96,135,https://img.pokemondb.net/artwork/lopunny.jpg
0429,Mismagius,Ghost,none,495,60,60,60,105,105,105,https://img.pokemondb.net/artwork/mismagius.jpg
0430,Honchkrow,Dark,Flying,505,100,125,52,105,52,71,https://img.pokemondb.net/artwork/honchkrow.jpg
0431,Glameow,Normal,none,310,49,55,42,42,37,85,https://img.pokemondb.net/artwork/glameow.jpg
0432,Purugly,Normal,none,452,71,82,64,64,59,112,https://img.pokemondb.net/artwork/purugly.jpg
0433,Chingling,Psychic,none,285,45,30,50,65,50,45,https://img.pokemondb.net/artwork/chingling.jpg
0434,Stunky,Poison,Dark,329,63,63,47,41,41,74,https://img.pokemondb.net/artwork/stunky.jpg
0435,Skuntank,Poison,Dark,479,103,93,67,71,61,84,https://img.pokemondb.net/artwork/skuntank.jpg
0436,Bronzor,Steel,Psychic,300,57,24,86,24,86,23,https://img.pokemondb.net/artwork/bronzor.jpg
0437,Bronzong,Steel,Psychic,500,67,89,116,79,116,33,https://img.pokemondb.net/artwork/bronzong.jpg
0438,Bonsly,Rock,none,290,50,80,95,10,45,10,https://img.pokemondb.net/artwork/bonsly.jpg
0439,Mime Jr.,Psychic,Fairy,310,20,25,45,70,90,60,
0440,Happiny,Normal,none,220,100,5,5,15,65,30,https://img.pokemondb.net/artwork/happiny.jpg
0441,Chatot,Normal,Flying,411,76,65,45,92,42,91,https://img.pokemondb.net/artwork/chatot.jpg
0442,Spiritomb,Ghost,Dark,485,50,92,108,92,108,35,https://img.pokemondb.net/artwork/spiritomb.jpg
0443,Gible,Dragon,Ground,300,58,70,45,40,45,42,https://img.pokemondb.net/artwork/gible.jpg
0444,Gabite,Dragon,Ground,410,68,90,65,50,55,82,https://img.pokemondb.net/artwork/gabite.jpg
0445,Garchomp,Dragon,Ground,600,108,130,95,80,85,102,https://img.pokemondb.net/artwork/garchomp.jpg
0445,Garchomp,Dragon,Ground,700,108,170,115,120,95,92,https://img.pokemondb.net/artwork/garchomp.jpg
0446,Munchlax,Normal,none,390,135,85,40,40,85,5,https://img.pokemondb.net/artwork/munchlax.jpg
0447,Riolu,Fighting,none,285,40,70,40,35,40,60,https://img.pokemondb.net/artwork/riolu.jpg
0448,Lucario,Fighting,Steel,525,70,110,70,115,70,90,https://img.pokemondb.net/artwork/lucario.jpg
0448,Lucario,Fighting,Steel,625,70,145,88,140,70,112,https://img.pokemondb.net/artwork/lucario.jpg
0449,Hippopotas,Ground,none,330,68,72,78,38,42,32,https://img.pokemondb.net/artwork/hippopotas.jpg
0450,Hippowdon,Ground,none,525,108,112,118,68,72,47,https://img.pokemondb.net/artwork/hippowdon.jpg
0451,Skorupi,Poison,Bug,330,40,50,90,30,55,65,https://img.pokemondb.net/artwork/skorupi.jpg
0452,Drapion,Poison,Dark,500,70,90,110,60,75,95,https://img.pokemondb.net/artwork/drapion.jpg
0453,Croagunk,Poison,Fighting,300,48,61,40,61,40,50,https://img.pokemondb.net/artwork/croagunk.jpg
0454,Toxicroak,Poison,Fighting,490,83,106,65,86,65,85,https://img.pokemondb.net/artwork/toxicroak.jpg
0455,Carnivine,Grass,none,454,74,100,72,90,72,46,https://img.pokemondb.net/artwork/carnivine.jpg
0456,Finneon,Water,none,330,49,49,56,49,61,66,https://img.pokemondb.net/artwork/finneon.jpg
0457,Lumineon,Water,none,460,69,69,76,69,86,91,https://img.pokemondb.net/artwork/lumineon.jpg
0458,Mantyke,Water,Flying,345,45,20,50,60,120,50,https://img.pokemondb.net/artwork/mantyke.jpg
0459,Snover,Grass,Ice,334,60,62,50,62,60,40,https://img.pokemondb.net/artwork/snover.jpg
0460,Abomasnow,Grass,Ice,494,90,92,75,92,85,60,https://img.pokemondb.net/artwork/abomasnow.jpg
0460,Abomasnow,Grass,Ice,594,90,132,105,132,105,30,https://img.pokemondb.net/artwork/abomasnow.jpg
0461,Weavile,Dark,Ice,510,70,120,65,45,85,125,https://img.pokemondb.net/artwork/weavile.jpg
0462,Magnezone,Electric,Steel,535,70,70,115,130,90,60,https://img.pokemondb.net/artwork/magnezone.jpg
0463,Lickilicky,Normal,none,515,110,85,95,80,95,50,https://img.pokemondb.net/artwork/lickilicky.jpg
0464,Rhyperior,Ground,Rock,535,115,140,130,55,55,40,https://img.pokemondb.net/artwork/rhyperior.jpg
0465,Tangrowth,Grass,none,535,100,100,125,110,50,50,https://img.pokemondb.net/artwork/tangrowth.jpg
0466,Electivire,Electric,none,540,75,123,67,95,85,95,https://img.pokemondb.net/artwork/electivire.jpg
0467,Magmortar,Fire,none,540,75,95,67,125,95,83,https://img.pokemondb.net/artwork/magmortar.jpg
0468,Togekiss,Fairy,Flying,545,85,50,95,120,115,80,https://img.pokemondb.net/artwork/togekiss.jpg
0469,Yanmega,Bug,Flying,515,86,76,86,116,56,95,https://img.pokemondb.net/artwork/yanmega.jpg
0470,Leafeon,Grass,none,525,65,110,130,60,65,95,https://img.pokemondb.net/artwork/leafeon.jpg
0471,Glaceon,Ice,none,525,65,60,110,130,95,65,https://img.pokemondb.net/artwork/glaceon.jpg
0472,Gliscor,Ground,Flying,510,75,95,125,45,75,95,https://img.pokemondb.net/artwork/gliscor.jpg
0473,Mamoswine,Ice,Ground,530,110,130,80,70,60,80,https://img.pokemondb.net/artwork/mamoswine.jpg
0474,Porygon-Z,Normal,none,535,85,80,70,135,75,90,https://img.pokemondb.net/artwork/porygon-z.jpg
0475,Gallade,Psychic,Fighting,518,68,125,65,65,115,80,https://img.pokemondb.net/artwork/gallade.jpg
0475,Gallade,Psychic,Fighting,618,68,165,95,65,115,110,https://img.pokemondb.net/artwork/gallade.jpg
0476,Probopass,Rock,Steel,525,60,55,145,75,150,40,https://img.pokemondb.net/artwork/probopass.jpg
0477,Dusknoir,Ghost,none,525,45,100,135,65,135,45,https://img.pokemondb.net/artwork/dusknoir.jpg
0478,Froslass,Ice,Ghost,480,70,80,70,80,70,110,https://img.pokemondb.net/artwork/froslass.jpg
0479,Rotom,Electric,Ghost,440,50,50,77,95,77,91,https://img.pokemondb.net/artwork/rotom.jpg
0479,Rotom,Electric,Fire,520,50,65,107,105,107,86,https://img.pokemondb.net/artwork/rotom.jpg
0479,Rotom,Electric,Water,520,50,65,107,105,107,86,https://img.pokemondb.net/artwork/rotom.jpg
0479,Rotom,Electric,Ice,520,50,65,107,105,107,86,https://img.pokemondb.net/artwork/rotom.jpg
0479,Rotom,Electric,Flying,520,50,65,107,105,107,86,https://img.pokemondb.net/artwork/rotom.jpg
0479,Rotom,Electric,Grass,520,50,65,107,105,107,86,https://img.pokemondb.net/artwork/rotom.jpg
0480,Uxie,Psychic,none,580,75,75,130,75,130,95,https://img.pokemondb.net/artwork/uxie.jpg
0481,Mesprit,Psychic,none,580,80,105,105,105,105,80,https://img.pokemondb.net/artwork/mesprit.jpg
0482,Azelf,Psychic,none,580,75,125,70,125,70,115,https://img.pokemondb.net/artwork/azelf.jpg
0483,Dialga,Steel,Dragon,680,100,120,120,150,100,90,https://img.pokemondb.net/artwork/dialga.jpg
0483,Dialga,Steel,Dragon,680,100,100,120,150,120,90,https://img.pokemondb.net/artwork/dialga.jpg
0484,Palkia,Water,Dragon,680,90,120,100,150,120,100,https://img.pokemondb.net/artwork/palkia.jpg
0484,Palkia,Water,Dragon,680,90,100,100,150,120,120,https://img.pokemondb.net/artwork/palkia.jpg
0485,Heatran,Fire,Steel,600,91,90,106,130,106,77,https://img.pokemondb.net/artwork/heatran.jpg
0486,Regigigas,Normal,none,670,110,160,110,80,110,100,https://img.pokemondb.net/artwork/regigigas.jpg
0487,Giratina,Ghost,Dragon,680,150,100,120,100,120,90,https://img.pokemondb.net/artwork/giratina-altered.jpg
0487,Giratina,Ghost,Dragon,680,150,120,100,120,100,90,https://img.pokemondb.net/artwork/giratina-altered.jpg
0488,Cresselia,Psychic,none,580,120,70,110,75,120,85,https://img.pokemondb.net/artwork/cresselia.jpg
0489,Phione,Water,none,480,80,80,80,80,80,80,https://img.pokemondb.net/artwork/phione.jpg
0490,Manaphy,Water,none,600,100,100,100,100,100,100,https://img.pokemondb.net/artwork/manaphy.jpg
0491,Darkrai,Dark,none,600,70,90,90,135,90,125,https://img.pokemondb.net/artwork/darkrai.jpg
0492,Shaymin,Grass,none,600,100,100,100,100,100,100,https://img.pokemondb.net/artwork/shaymin-land.jpg
0492,Shaymin,Grass,Flying,600,100,103,75,120,75,127,https://img.pokemondb.net/artwork/shaymin-land.jpg
0493,Arceus,Normal,none,720,120,120,120,120,120,120,https://img.pokemondb.net/artwork/arceus.jpg
0494,Victini,Psychic,Fire,600,100,100,100,100,100,100,https://img.pokemondb.net/artwork/victini.jpg
0495,Snivy,Grass,none,308,45,45,55,45,55,63,https://img.pokemondb.net/artwork/snivy.jpg
0496,Servine,Grass,none,413,60,60,75,60,75,83,https://img.pokemondb.net/artwork/servine.jpg
0497,Serperior,Grass,none,528,75,75,95,75,95,113,https://img.pokemondb.net/artwork/serperior.jpg
0498,Tepig,Fire,none,308,65,63,45,45,45,45,https://img.pokemondb.net/artwork/tepig.jpg
0499,Pignite,Fire,Fighting,418,90,93,55,70,55,55,https://img.pokemondb.net/artwork/pignite.jpg
0500,Emboar,Fire,Fighting,528,110,123,65,100,65,65,https://img.pokemondb.net/artwork/emboar.jpg
0501,Oshawott,Water,none,308,55,55,45,63,45,45,https://img.pokemondb.net/artwork/oshawott.jpg
0502,Dewott,Water,none,413,75,75,60,83,60,60,https://img.pokemondb.net/artwork/dewott.jpg
0503,Samurott,Water,none,528,95,100,85,108,70,70,https://img.pokemondb.net/artwork/samurott.jpg
0503,Samurott,Water,Dark,528,90,108,80,100,65,85,https://img.pokemondb.net/artwork/samurott.jpg
0504,Patrat,Normal,none,255,45,55,39,35,39,42,https://img.pokemondb.net/artwork/patrat.jpg
0505,Watchog,Normal,none,420,60,85,69,60,69,77,https://img.pokemondb.net/artwork/watchog.jpg
0506,Lillipup,Normal,none,275,45,60,45,25,45,55,https://img.pokemondb.net/artwork/lillipup.jpg
0507,Herdier,Normal,none,370,65,80,65,35,65,60,https://img.pokemondb.net/artwork/herdier.jpg
0508,Stoutland,Normal,none,500,85,110,90,45,90,80,https://img.pokemondb.net/artwork/stoutland.jpg
0509,Purrloin,Dark,none,281,41,50,37,50,37,66,https://img.pokemondb.net/artwork/purrloin.jpg
0510,Liepard,Dark,none,446,64,88,50,88,50,106,https://img.pokemondb.net/artwork/liepard.jpg
0511,Pansage,Grass,none,316,50,53,48,53,48,64,https://img.pokemondb.net/artwork/pansage.jpg
0512,Simisage,Grass,none,498,75,98,63,98,63,101,https://img.pokemondb.net/artwork/simisage.jpg
0513,Pansear,Fire,none,316,50,53,48,53,48,64,https://img.pokemondb.net/artwork/pansear.jpg
0514,Simisear,Fire,none,498,75,98,63,98,63,101,https://img.pokemondb.net/artwork/simisear.jpg
0515,Panpour,Water,none,316,50,53,48,53,48,64,https://img.pokemondb.net/artwork/panpour.jpg
0516,Simipour,Water,none,498,75,98,63,98,63,101,https://img.pokemondb.net/artwork/simipour.jpg
0517,Munna,Psychic,none,292,76,25,45,67,55,24,https://img.pokemondb.net/artwork/munna.jpg
0518,Musharna,Psychic,none,487,116,55,85,107,95,29,https://img.pokemondb.net/artwork/musharna.jpg
0519,Pidove,Normal,Flying,264,50,55,50,36,30,43,https://img.pokemondb.net/artwork/pidove.jpg
0520,Tranquill,Normal,Flying,358,62,77,62,50,42,65,https://img.pokemondb.net/artwork/tranquill.jpg
0521,Unfezant,Normal,Flying,488,80,115,80,65,55,93,https://img.pokemondb.net/artwork/unfezant.jpg
0522,Blitzle,Electric,none,295,45,60,32,50,32,76,https://img.pokemondb.net/artwork/blitzle.jpg
0523,Zebstrika,Electric,none,497,75,100,63,80,63,116,https://img.pokemondb.net/artwork/zebstrika.jpg
0524,Roggenrola,Rock,none,280,55,75,85,25,25,15,https://img.pokemondb.net/artwork/roggenrola.jpg
0525,Boldore,Rock,none,390,70,105,105,50,40,20,https://img.pokemondb.net/artwork/boldore.jpg
0526,Gigalith,Rock,none,515,85,135,130,60,80,25,https://img.pokemondb.net/artwork/gigalith.jpg
0527,Woobat,Psychic,Flying,323,65,45,43,55,43,72,https://img.pokemondb.net/artwork/woobat.jpg
0528,Swoobat,Psychic,Flying,425,67,57,55,77,55,114,https://img.pokemondb.net/artwork/swoobat.jpg
0529,Drilbur,Ground,none,328,60,85,40,30,45,68,https://img.pokemondb.net/artwork/drilbur.jpg
0530,Excadrill,Ground,Steel,508,110,135,60,50,65,88,https://img.pokemondb.net/artwork/excadrill.jpg
0531,Audino,Normal,none,445,103,60,86,60,86,50,https://img.pokemondb.net/artwork/audino.jpg
0531,Audino,Normal,Fairy,545,103,60,126,80,126,50,https://img.pokemondb.net/artwork/audino.jpg
0532,Timburr,Fighting,none,305,75,80,55,25,35,35,https://img.pokemondb.net/artwork/timburr.jpg
0533,Gurdurr,Fighting,none,405,85,105,85,40,50,40,https://img.pokemondb.net/artwork/gurdurr.jpg
0534,Conkeldurr,Fighting,none,505,105,140,95,55,65,45,https://img.pokemondb.net/artwork/conkeldurr.jpg
0535,Tympole,Water,none,294,50,50,40,50,40,64,https://img.pokemondb.net/artwork/tympole.jpg
0536,Palpitoad,Water,Ground,384,75,65,55,65,55,69,https://img.pokemondb.net/artwork/palpitoad.jpg
0537,Seismitoad,Water,Ground,509,105,95,75,85,75,74,https://img.pokemondb.net/artwork/seismitoad.jpg
0538,Throh,Fighting,none,465,120,100,85,30,85,45,https://img.pokemondb.net/artwork/throh.jpg
0539,Sawk,Fighting,none,465,75,125,75,30,75,85,https://img.pokemondb.net/artwork/sawk.jpg
0540,Sewaddle,Bug,Grass,310,45,53,70,40,60,42,https://img.pokemondb.net/artwork/sewaddle.jpg
0541,Swadloon,Bug,Grass,380,55,63,90,50,80,42,https://img.pokemondb.net/artwork/swadloon.jpg
0542,Leavanny,Bug,Grass,500,75,103,80,70,80,92,https://img.pokemondb.net/artwork/leavanny.jpg
0543,Venipede,Bug,Poison,260,30,45,59,30,39,57,https://img.pokemondb.net/artwork/venipede.jpg
0544,Whirlipede,Bug,Poison,360,40,55,99,40,79,47,https://img.pokemondb.net/artwork/whirlipede.jpg
0545,Scolipede,Bug,Poison,485,60,100,89,55,69,112,https://img.pokemondb.net/artwork/scolipede.jpg
0546,Cottonee,Grass,Fairy,280,40,27,60,37,50,66,https://img.pokemondb.net/artwork/cottonee.jpg
0547,Whimsicott,Grass,Fairy,480,60,67,85,77,75,116,https://img.pokemondb.net/artwork/whimsicott.jpg
0548,Petilil,Grass,none,280,45,35,50,70,50,30,https://img.pokemondb.net/artwork/petilil.jpg
0549,Lilligant,Grass,none,480,70,60,75,110,75,90,https://img.pokemondb.net/artwork/lilligant.jpg
0549,Lilligant,Grass,Fighting,480,70,105,75,50,75,105,https://img.pokemondb.net/artwork/lilligant.jpg
0550,Basculin,Water,none,460,70,92,65,80,55,98,https://img.pokemondb.net/artwork/basculin-red-striped.jpg
0550,Basculin,Water,none,460,70,92,65,80,55,98,https://img.pokemondb.net/artwork/basculin-red-striped.jpg
0550,Basculin,Water,none,460,70,92,65,80,55,98,https://img.pokemondb.net/artwork/basculin-red-striped.jpg
0551,Sandile,Ground,Dark,292,50,72,35,35,35,65,https://img.pokemondb.net/artwork/sandile.jpg
0552,Krokorok,Ground,Dark,351,60,82,45,45,45,74,https://img.pokemondb.net/artwork/krokorok.jpg
0553,Krookodile,Ground,Dark,519,95,117,80,65,70,92,https://img.pokemondb.net/artwork/krookodile.jpg
0554,Darumaka,Fire,none,315,70,90,45,15,45,50,https://img.pokemondb.net/artwork/darumaka.jpg
0554,Darumaka,Ice,none,315,70,90,45,15,45,50,https://img.pokemondb.net/artwork/darumaka.jpg
0555,Darmanitan,Fire,none,480,105,140,55,30,55,95,https://img.pokemondb.net/artwork/darmanitan-standard.jpg
0555,Darmanitan,Fire,Psychic,540,105,30,105,140,105,55,https://img.pokemondb.net/artwork/darmanitan-standard.jpg
0555,Darmanitan,Ice,none,480,105,140,55,30,55,95,https://img.pokemondb.net/artwork/darmanitan-standard.jpg
0555,Darmanitan,Ice,Fire,540,105,160,55,30,55,135,https://img.pokemondb.net/artwork/darmanitan-standard.jpg
0556,Maractus,Grass,none,461,75,86,67,106,67,60,https://img.pokemondb.net/artwork/maractus.jpg
0557,Dwebble,Bug,Rock,325,50,65,85,35,35,55,https://img.pokemondb.net/artwork/dwebble.jpg
0558,Crustle,Bug,Rock,485,70,105,125,65,75,45,https://img.pokemondb.net/artwork/crustle.jpg
0559,Scraggy,Dark,Fighting,348,50,75,70,35,70,48,https://img.pokemondb.net/artwork/scraggy.jpg
0560,Scrafty,Dark,Fighting,488,65,90,115,45,115,58,https://img.pokemondb.net/artwork/scrafty.jpg
0561,Sigilyph,Psychic,Flying,490,72,58,80,103,80,97,https://img.pokemondb.net/artwork/sigilyph.jpg
0562,Yamask,Ghost,none,303,38,30,85,55,65,30,https://img.pokemondb.net/artwork/yamask.jpg
0562,Yamask,Ground,Ghost,303,38,55,85,30,65,30,https://img.pokemondb.net/artwork/yamask.jpg
0563,Cofagrigus,Ghost,none,483,58,50,145,95,105,30,https://img.pokemondb.net/artwork/cofagrigus.jpg
0564,Tirtouga,Water,Rock,355,54,78,103,53,45,22,https://img.pokemondb.net/artwork/tirtouga.jpg
0565,Carracosta,Water,Rock,495,74,108,133,83,65,32,https://img.pokemondb.net/artwork/carracosta.jpg
0566,Archen,Rock,Flying,401,55,112,45,74,45,70,https://img.pokemondb.net/artwork/archen.jpg
0567,Archeops,Rock,Flying,567,75,140,65,112,65,110,https://img.pokemondb.net/artwork/archeops.jpg
0568,Trubbish,Poison,none,329,50,50,62,40,62,65,https://img.pokemondb.net/artwork/trubbish.jpg
0569,Garbodor,Poison,none,474,80,95,82,60,82,75,https://img.pokemondb.net/artwork/garbodor.jpg
0570,Zorua,Dark,none,330,40,65,40,80,40,65,https://img.pokemondb.net/artwork/zorua.jpg
0570,Zorua,Normal,Ghost,330,35,60,40,85,40,70,https://img.pokemondb.net/artwork/zorua.jpg
0571,Zoroark,Dark,none,510,60,105,60,120,60,105,https://img.pokemondb.net/artwork/zoroark.jpg
0571,Zoroark,Normal,Ghost,510,55,100,60,125,60,110,https://img.pokemondb.net/artwork/zoroark.jpg
0572,Minccino,Normal,none,300,55,50,40,40,40,75,https://img.pokemondb.net/artwork/minccino.jpg
0573,Cinccino,Normal,none,470,75,95,60,65,60,115,https://img.pokemondb.net/artwork/cinccino.jpg
0574,Gothita,Psychic,none,290,45,30,50,55,65,45,https://img.pokemondb.net/artwork/gothita.jpg
0575,Gothorita,Psychic,none,390,60,45,70,75,85,55,https://img.pokemondb.net/artwork/gothorita.jpg
0576,Gothitelle,Psychic,none,490,70,55,95,95,110,65,https://img.pokemondb.net/artwork/gothitelle.jpg
0577,Solosis,Psychic,none,290,45,30,40,105,50,20,https://img.pokemondb.net/artwork/solosis.jpg
0578,Duosion,Psychic,none,370,65,40,50,125,60,30,https://img.pokemondb.net/artwork/duosion.jpg
0579,Reuniclus,Psychic,none,490,110,65,75,125,85,30,https://img.pokemondb.net/artwork/reuniclus.jpg
0580,Ducklett,Water,Flying,305,62,44,50,44,50,55,https://img.pokemondb.net/artwork/ducklett.jpg
0581,Swanna,Water,Flying,473,75,87,63,87,63,98,https://img.pokemondb.net/artwork/swanna.jpg
0582,Vanillite,Ice,none,305,36,50,50,65,60,44,https://img.pokemondb.net/artwork/vanillite.jpg
0583,Vanillish,Ice,none,395,51,65,65,80,75,59,https://img.pokemondb.net/artwork/vanillish.jpg
0584,Vanilluxe,Ice,none,535,71,95,85,110,95,79,https://img.pokemondb.net/artwork/vanilluxe.jpg
0585,Deerling,Normal,Grass,335,60,60,50,40,50,75,https://img.pokemondb.net/artwork/deerling.jpg
0586,Sawsbuck,Normal,Grass,475,80,100,70,60,70,95,https://img.pokemondb.net/artwork/sawsbuck.jpg
0587,Emolga,Electric,Flying,428,55,75,60,75,60,103,https://img.pokemondb.net/artwork/emolga.jpg
0588,Karrablast,Bug,none,315,50,75,45,40,45,60,https://img.pokemondb.net/artwork/karrablast.jpg
0589,Escavalier,Bug,Steel,495,70,135,105,60,105,20,https://img.pokemondb.net/artwork/escavalier.jpg
0590,Foongus,Grass,Poison,294,69,55,45,55,55,15,https://img.pokemondb.net/artwork/foongus.jpg
0591,Amoonguss,Grass,Poison,464,114,85,70,85,80,30,https://img.pokemondb.net/artwork/amoonguss.jpg
0592,Frillish,Water,Ghost,335,55,40,50,65,85,40,https://img.pokemondb.net/artwork/frillish.jpg
0593,Jellicent,Water,Ghost,480,100,60,70,85,105,60,https://img.pokemondb.net/artwork/jellicent.jpg
0594,Alomomola,Water,none,470,165,75,80,40,45,65,https://img.pokemondb.net/artwork/alomomola.jpg
0595,Joltik,Bug,Electric,319,50,47,50,57,50,65,https://img.pokemondb.net/artwork/joltik.jpg
0596,Galvantula,Bug,Electric,472,70,77,60,97,60,108,https://img.pokemondb.net/artwork/galvantula.jpg
0597,Ferroseed,Grass,Steel,305,44,50,91,24,86,10,https://img.pokemondb.net/artwork/ferroseed.jpg
0598,Ferrothorn,Grass,Steel,489,74,94,131,54,116,20,https://img.pokemondb.net/artwork/ferrothorn.jpg
0599,Klink,Steel,none,300,40,55,70,45,60,30,https://img.pokemondb.net/artwork/klink.jpg
0600,Klang,Steel,none,440,60,80,95,70,85,50,https://img.pokemondb.net/artwork/klang.jpg
0601,Klinklang,Steel,none,520,60,100,115,70,85,90,https://img.pokemondb.net/artwork/klinklang.jpg
0602,Tynamo,Electric,none,275,35,55,40,45,40,60,https://img.pokemondb.net/artwork/tynamo.jpg
0603,Eelektrik,Electric,none,405,65,85,70,75,70,40,https://img.pokemondb.net/artwork/eelektrik.jpg
0604,Eelektross,Electric,none,515,85,115,80,105,80,50,https://img.pokemondb.net/artwork/eelektross.jpg
0605,Elgyem,Psychic,none,335,55,55,55,85,55,30,https://img.pokemondb.net/artwork/elgyem.jpg
0606,Beheeyem,Psychic,none,485,75,75,75,125,95,40,https://img.pokemondb.net/artwork/beheeyem.jpg
0607,Litwick,Ghost,Fire,275,50,30,55,65,55,20,https://img.pokemondb.net/artwork/litwick.jpg
0608,Lampent,Ghost,Fire,370,60,40,60,95,60,55,https://img.pokemondb.net/artwork/lampent.jpg
0609,Chandelure,Ghost,Fire,520,60,55,90,145,90,80,https://img.pokemondb.net/artwork/chandelure.jpg
0610,Axew,Dragon,none,320,46,87,60,30,40,57,https://img.pokemondb.net/artwork/axew.jpg
0611,Fraxure,Dragon,none,410,66,117,70,40,50,67,https://img.pokemondb.net/artwork/fraxure.jpg
0612,Haxorus,Dragon,none,540,76,147,90,60,70,97,https://img.pokemondb.net/artwork/haxorus.jpg
0613,Cubchoo,Ice,none,305,55,70,40,60,40,40,https://img.pokemondb.net/artwork/cubchoo.jpg
0614,Beartic,Ice,none,505,95,130,80,70,80,50,https://img.pokemondb.net/artwork/beartic.jpg
0615,Cryogonal,Ice,none,515,80,50,50,95,135,105,https://img.pokemondb.net/artwork/cryogonal.jpg
0616,Shelmet,Bug,none,305,50,40,85,40,65,25,https://img.pokemondb.net/artwork/shelmet.jpg
0617,Accelgor,Bug,none,495,80,70,40,100,60,145,https://img.pokemondb.net/artwork/accelgor.jpg
0618,Stunfisk,Ground,Electric,471,109,66,84,81,99,32,https://img.pokemondb.net/artwork/stunfisk.jpg
0618,Stunfisk,Ground,Steel,471,109,81,99,66,84,32,https://img.pokemondb.net/artwork/stunfisk.jpg
0619,Mienfoo,Fighting,none,350,45,85,50,55,50,65,https://img.pokemondb.net/artwork/mienfoo.jpg
0620,Mienshao,Fighting,none,510,65,125,60,95,60,105,https://img.pokemondb.net/artwork/mienshao.jpg
0621,Druddigon,Dragon,none,485,77,120,90,60,90,48,https://img.pokemondb.net/artwork/druddigon.jpg
0622,Golett,Ground,Ghost,303,59,74,50,35,50,35,https://img.pokemondb.net/artwork/golett.jpg
0623,Golurk,Ground,Ghost,483,89,124,80,55,80,55,https://img.pokemondb.net/artwork/golurk.jpg
0624,Pawniard,Dark,Steel,340,45,85,70,40,40,60,https://img.pokemondb.net/artwork/pawniard.jpg
0625,Bisharp,Dark,Steel,490,65,125,100,60,70,70,https://img.pokemondb.net/artwork/bisharp.jpg
0626,Bouffalant,Normal,none,490,95,110,95,40,95,55,https://img.pokemondb.net/artwork/bouffalant.jpg
0627,Rufflet,Normal,Flying,350,70,83,50,37,50,60,https://img.pokemondb.net/artwork/rufflet.jpg
0628,Braviary,Normal,Flying,510,100,123,75,57,75,80,https://img.pokemondb.net/artwork/braviary.jpg
0628,Braviary,Psychic,Flying,510,110,83,70,112,70,65,https://img.pokemondb.net/artwork/braviary.jpg
0629,Vullaby,Dark,Flying,370,70,55,75,45,65,60,https://img.pokemondb.net/artwork/vullaby.jpg
0630,Mandibuzz,Dark,Flying,510,110,65,105,55,95,80,https://img.pokemondb.net/artwork/mandibuzz.jpg
0631,Heatmor,Fire,none,484,85,97,66,105,66,65,https://img.pokemondb.net/artwork/heatmor.jpg
0632,Durant,Bug,Steel,484,58,109,112,48,48,109,https://img.pokemondb.net/artwork/durant.jpg
0633,Deino,Dark,Dragon,300,52,65,50,45,50,38,https://img.pokemondb.net/artwork/deino.jpg
0634,Zweilous,Dark,Dragon,420,72,85,70,65,70,58,https://img.pokemondb.net/artwork/zweilous.jpg
0635,Hydreigon,Dark,Dragon,600,92,105,90,125,90,98,https://img.pokemondb.net/artwork/hydreigon.jpg
0636,Larvesta,Bug,Fire,360,55,85,55,50,55,60,https://img.pokemondb.net/artwork/larvesta.jpg
0637,Volcarona,Bug,Fire,550,85,60,65,135,105,100,https://img.pokemondb.net/artwork/volcarona.jpg
0638,Cobalion,Steel,Fighting,580,91,90,129,90,72,108,https://img.pokemondb.net/artwork/cobalion.jpg
0639,Terrakion,Rock,Fighting,580,91,129,90,72,90,108,https://img.pokemondb.net/artwork/terrakion.jpg
0640,Virizion,Grass,Fighting,580,91,90,72,90,129,108,https://img.pokemondb.net/artwork/virizion.jpg
0641,Tornadus,Flying,none,580,79,115,70,125,80,111,https://img.pokemondb.net/artwork/tornadus-incarnate.jpg
